	sequences per sample	iteration	FN33	FN47	FN46	FN55	FN57	FN32	FN31	FN34	FN36	FN37	FN39	FN59	FN35	FN51	FN50	FN48	FN42	FN41	FN40	FN44	FN43	FN38	FN45	FN49	FN53	FN56	FN54	FN52	FN58	FN60
alpha_rarefaction_275460_1.txt	275460	1	26.62003	23.82775	27.26727	30.9763	26.42274	27.75322	26.60504	27.62742	25.21827	28.42143	24.1808	34.21936	20.29478	27.63314	23.18695	30.99703	26.59329	33.87681	30.20718	29.40652	29.40141	22.0118	31.62014	22.58143	20.38192	28.64665	24.63581	35.62872	29.42698	20.80356
alpha_rarefaction_275460_2.txt	275460	2	27.68266	23.47445	27.97897	30.47952	25.07169	27.66158	26.8087	27.27009	25.53778	28.74806	24.90706	34.45914	19.35276	27.62033	22.77617	30.82204	26.59645	33.6616	29.58447	30.43483	29.70801	21.98155	32.15077	22.19293	20.64355	29.43399	24.21181	35.69638	29.69169	20.64392
alpha_rarefaction_275460_3.txt	275460	3	26.99269	23.26813	27.30805	30.75035	26.20223	27.5271	26.70808	27.29691	25.54215	28.81037	24.88856	35.04118	18.95953	27.80968	22.57978	31.07224	26.23812	33.84498	30.47333	30.32566	29.3163	22.09035	31.81945	22.33204	20.89985	28.78459	24.39069	35.55128	30.0934	21.26365
alpha_rarefaction_275460_4.txt	275460	4	26.70653	23.58193	27.22167	30.68033	25.41854	27.44252	26.81373	27.98175	25.71987	28.65947	25.34817	34.4149	20.07515	28.09967	22.8366	31.51161	27.08419	33.81522	30.61554	30.38235	29.51288	22.39451	32.0177	22.24008	20.49907	28.77027	24.79176	34.95224	30.12186	20.64644
alpha_rarefaction_275460_5.txt	275460	5	27.18744	23.00711	26.69894	31.08831	24.69716	28.14668	26.57605	26.31449	25.33217	28.50122	24.72695	34.18493	19.95847	27.30205	23.28469	31.62428	26.48232	34.28621	30.32683	29.9963	29.05384	22.11158	31.16243	21.9363	21.31819	29.24255	25.60677	34.82814	30.31559	20.39835
alpha_rarefaction_275460_6.txt	275460	6	27.05809	23.38986	27.39676	32.02158	25.92118	27.33651	26.89203	27.0558	25.71964	28.881	24.92212	34.21478	20.6806	27.8989	22.84411	31.26158	25.96992	33.61567	29.23649	30.49502	29.04913	22.20905	31.42546	21.83411	20.59612	28.54345	24.77417	35.79937	29.28938	20.91882
alpha_rarefaction_275460_7.txt	275460	7	27.09858	23.26621	26.52891	31.76322	26.37081	27.86952	26.77959	27.23104	24.46518	28.08385	25.18126	34.54735	18.59525	27.32206	23.57022	31.16665	26.12916	33.94676	30.58951	30.07744	29.72684	22.12966	32.12565	22.00027	20.28112	29.2799	23.92846	35.20948	29.8184	20.95574
alpha_rarefaction_275460_8.txt	275460	8	26.54532	23.55309	27.62521	31.68574	26.49109	27.39544	27.18305	27.17771	24.99831	27.95393	24.72636	34.36938	19.72048	27.77641	23.20187	30.91157	27.33624	34.13284	29.73169	30.22144	28.84811	22.22724	32.33512	22.17534	21.58592	28.90992	25.51458	35.20571	30.64413	21.09957
alpha_rarefaction_275460_9.txt	275460	9	25.81037	23.43213	26.84592	31.93251	26.44709	28.01116	26.84388	26.27098	25.00808	28.77462	24.82427	34.54832	19.71011	27.91446	23.33181	30.75129	26.62216	34.18477	30.31852	29.98623	29.16801	22.3964	31.6564	22.46721	20.20858	29.22372	24.60136	34.90178	29.62003	20.79838
alpha_rarefaction_314810_0.txt	314810	0	27.17526	23.68511	27.33625	31.80848	25.50204	27.51487	26.72991	28.49533	25.28158	29.0797	24.80901	34.72866	20.44582	27.05016	24.09431	31.13142	26.87814	34.13259	30.51886	30.83817	29.69273	22.48164	31.80183	22.24673	20.23792	28.78269	26.32529	35.50021	30.19566	21.97899
alpha_rarefaction_314810_1.txt	314810	1	27.46693	23.41847	27.08837	32.28031	26.23197	27.76149	27.12444	27.61142	25.27616	28.94521	25.12219	34.44858	20.3234	27.75111	23.35103	31.44641	26.71168	34.18755	30.7154	30.23983	29.91285	22.70665	32.19192	22.32352	20.89096	29.17371	25.21639	35.4298	29.86487	20.96338
alpha_rarefaction_314810_2.txt	314810	2	27.19395	23.55706	28.00395	31.29438	26.0149	27.61806	27.08367	27.93544	25.93783	28.9391	25.3958	34.98353	20.42233	27.66617	23.45649	31.28718	27.11226	34.52341	30.4701	29.64298	29.78113	22.2777	31.47076	22.79686	20.57249	29.7534	24.85419	35.38061	29.97004	21.33695
alpha_rarefaction_314810_3.txt	314810	3	27.24992	23.61626	27.75135	32.45374	25.60782	27.65184	26.48093	27.1758	25.98103	29.12597	25.36898	34.50284	19.6711	28.01218	23.49525	31.68441	27.21481	34.35044	30.54307	30.48895	29.60028	22.40165	32.04588	22.79311	20.2947	29.10322	24.20668	35.46151	30.42561	21.14323
alpha_rarefaction_314810_4.txt	314810	4	26.88767	23.41588	27.63058	31.40904	26.05961	27.88621	27.41991	28.04379	25.2537	29.75576	25.01395	34.41835	20.88675	28.13699	23.31768	31.73716	26.421	34.55449	30.79535	30.96037	29.85434	22.21305	31.72611	22.5636	21.13799	29.55394	24.91317	35.67408	30.81471	20.78363
alpha_rarefaction_314810_5.txt	314810	5	27.45885	23.52146	27.49269	32.29263	26.42569	27.43247	26.74195	27.47995	25.05479	28.37417	25.5899	34.72157	20.16644	28.54819	23.71625	31.52622	26.83342	34.26003	30.67354	30.85512	29.76892	22.61272	31.75991	22.48129	21.08176	29.12794	25.37125	36.18061	29.92638	21.52031
alpha_rarefaction_314810_6.txt	314810	6	27.73773	23.96033	27.57154	31.42012	26.94939	27.693	26.62361	27.05085	25.47293	29.6686	24.96531	33.97671	20.7537	28.34164	22.98703	31.15973	26.67913	33.93145	30.82058	30.30861	30.03829	22.38004	32.40258	22.22812	20.82986	28.42883	24.74877	35.82941	29.45315	21.16766
alpha_rarefaction_314810_7.txt	314810	7	26.98871	23.27911	27.60253	31.13932	25.84804	27.75932	26.73304	26.82262	25.70661	28.75083	25.15531	33.90835	20.69158	28.43195	22.91233	31.36891	27.23692	34.23241	30.30055	30.5687	29.68551	22.0459	32.59881	22.37248	20.92097	28.98854	25.38257	36.1502	30.80783	20.72228
alpha_rarefaction_314810_8.txt	314810	8	27.54976	23.77884	27.48274	32.04741	26.31183	27.74309	27.26533	27.22451	26.11678	29.3976	25.09142	34.35509	20.59089	28.24796	23.74965	31.43721	26.76555	34.35722	30.04333	30.30146	29.77278	22.18603	32.18505	22.42145	20.98294	30.02783	24.80553	36.31276	29.76163	20.88914
alpha_rarefaction_314810_9.txt	314810	9	27.39293	23.72344	27.41266	31.64175	26.03979	27.25702	27.0732	27.18058	25.2972	28.82842	25.39471	34.84958	20.76246	28.07851	23.74906	31.24242	26.38822	34.67124	30.6961	30.45007	29.58492	22.69136	32.03694	22.48895	22.09508	29.61341	25.9035	35.28433	30.24882	21.66608
alpha_rarefaction_354160_0.txt	354160	0	27.47014	24.11348	27.9365	32.88588	26.92357	28.50301	26.42924	27.73175	25.945	29.60817	25.28123	35.35991	21.36782	27.59051	23.62219	31.79602	27.12244	34.76096	30.82181	30.80209	30.08101	22.38398	32.5718	22.61621	20.92911	29.76497	25.64745	36.83492	30.27683	21.65581
alpha_rarefaction_354160_1.txt	354160	1	27.70556	24.15183	27.78426	31.64624	26.14216	28.02226	27.54422	28.08346	26.33609	29.53111	25.59636	33.76892	20.71692	28.30517	23.71456	31.51795	26.77491	34.68573	30.29821	30.57425	29.84784	22.65842	32.58834	22.90359	21.40179	29.67394	26.11886	35.82221	30.25997	21.71995
alpha_rarefaction_354160_2.txt	354160	2	27.13129	24.12181	28.32456	32.14747	26.17264	28.11829	27.42017	28.40079	25.74052	29.89638	25.54515	34.74811	20.92519	28.12743	23.92205	31.66261	26.50093	34.53106	30.67231	31.16756	30.10805	22.83192	32.50174	22.76972	21.64979	29.61741	25.46684	36.05023	30.8631	21.44072
alpha_rarefaction_354160_3.txt	354160	3	27.22578	23.75798	28.25697	32.82935	26.65458	27.9276	27.22349	27.48733	26.30462	28.38828	25.45757	34.53536	21.18425	28.30689	24.14318	31.6921	26.67902	33.92265	30.36525	30.58488	30.03294	22.5602	32.23464	22.81855	21.23434	29.48989	25.30661	35.76737	30.61421	21.71031
alpha_rarefaction_354160_4.txt	354160	4	27.70295	24.30782	28.00531	31.93421	26.39506	28.21273	27.7677	27.00262	26.14673	29.82889	25.31431	35.1845	20.90953	28.69179	23.94538	31.24637	26.90524	34.26222	30.90875	30.73829	30.13588	22.9544	32.34946	22.676	20.75272	30.07444	25.74189	36.02444	30.07463	20.99913
alpha_rarefaction_354160_5.txt	354160	5	28.28977	24.18437	28.33522	32.46522	26.42749	28.31628	27.18895	28.23131	26.01856	29.2395	25.49873	35.19216	21.16342	28.19755	24.36626	31.84578	27.45983	34.68229	30.77819	30.99366	29.80044	22.69208	32.34166	22.39262	21.307	29.57385	24.88412	35.62256	30.37418	21.30246
alpha_rarefaction_354160_6.txt	354160	6	27.19691	24.06015	27.9468	31.6038	26.57457	27.98368	27.23471	27.82342	26.05051	29.70647	25.61546	34.69417	21.0823	28.24394	24.16947	31.58924	26.89872	34.56354	30.59727	30.64735	29.86765	22.65761	32.18494	22.70931	22.17832	29.6257	25.85295	36.87709	30.09234	21.95221
alpha_rarefaction_354160_7.txt	354160	7	26.56313	24.1224	28.37926	32.50418	26.86433	27.98275	27.15619	27.43059	26.32059	29.57796	25.7417	35.2423	21.10013	28.46558	23.93376	31.83539	26.94147	34.65452	30.52729	30.3897	29.91331	22.46713	32.15886	22.69353	21.15253	29.93363	24.64144	35.86269	30.39581	21.21053
alpha_rarefaction_354160_8.txt	354160	8	27.26905	23.66496	28.37275	32.59968	26.71931	27.31861	27.34797	28.02715	25.94682	29.63809	25.53747	35.17542	20.93823	28.53475	23.59243	31.61642	26.76365	34.316	30.69843	31.09257	29.81017	22.42946	32.46895	22.88366	21.06382	29.90633	26.22368	36.32127	30.58434	21.08659
alpha_rarefaction_354160_9.txt	354160	9	27.60521	23.54983	28.05229	32.60285	26.79161	27.93348	27.59963	28.47869	26.48218	29.56351	25.21458	34.6607	20.90743	28.06472	24.19603	31.5865	26.97596	34.6	30.5435	30.95059	29.84947	22.6286	32.57036	22.41232	20.68458	29.92411	25.9072	36.77468	30.43905	21.04743
alpha_rarefaction_393510_0.txt	393510	0	28.12344	24.17372	28.41736	33.10354	27.02905	28.20336	27.00374	27.51783	26.31438	29.40665	25.66873	35.72857	21.46711	28.60844	23.4555	31.98059	26.87389	34.92546	30.8072	30.79787	30.20133	22.54937	32.81038	23.08568	22.14873	29.33887	26.61848	36.76525	30.41729	22.32012
alpha_rarefaction_393510_1.txt	393510	1	27.59303	24.33191	28.48553	32.32178	26.80645	28.08562	27.55202	28.06522	26.35684	29.53349	25.87192	34.60409	21.46711	28.73008	24.56957	31.83338	27.17576	35.09134	31.21901	31.14088	30.16369	22.52493	32.73976	22.92342	21.49514	29.50429	25.74008	36.5891	29.83186	22.57475
alpha_rarefaction_393510_2.txt	393510	2	27.88855	24.01292	28.22118	32.64965	26.40967	28.71283	27.48079	27.76733	26.36575	30.05978	25.92334	35.85837	21.46711	28.45543	24.21192	31.49371	27.14028	35.12204	30.74735	31.07838	30.07807	22.63985	32.10693	22.5267	21.53305	29.57306	26.18326	37.01548	30.76328	22.2927
alpha_rarefaction_393510_3.txt	393510	3	28.48293	24.26991	28.04829	31.92424	26.38006	28.25387	27.85181	28.26706	26.1832	29.59653	25.86664	34.92869	21.46711	28.24451	24.14483	31.84602	26.72675	34.87956	30.93843	31.05232	30.13277	22.78406	32.74005	23.03849	21.27802	29.96906	26.1847	36.94113	30.83398	22.44981
alpha_rarefaction_393510_4.txt	393510	4	27.42764	23.95143	28.2065	33.00268	26.16915	28.12524	27.44263	27.654	26.37498	30.12785	25.5443	35.44505	21.46711	28.33117	24.44911	31.9036	27.41818	34.4714	30.87339	30.88483	30.13443	22.87547	32.58995	23.00243	21.12993	29.83928	26.07833	35.94106	30.33754	21.81495
alpha_rarefaction_393510_5.txt	393510	5	27.92003	24.33144	28.76504	32.4879	26.81247	28.14692	27.75722	28.04302	26.59123	29.94821	25.97934	35.298	21.46711	28.70132	24.12841	31.94344	27.63819	34.50664	31.21752	30.82055	30.13332	22.76123	32.29855	22.89545	20.60173	30.00972	26.1502	36.95529	32.02491	21.56895
alpha_rarefaction_393510_6.txt	393510	6	28.15659	24.30688	28.05604	33.04275	26.17503	27.94507	27.56442	27.43184	26.35375	29.07148	25.54614	35.35956	21.46711	27.70842	23.76937	31.75568	27.43954	34.91576	30.95014	30.83818	30.15583	22.75085	32.64089	23.06697	21.88681	29.98082	25.80201	36.40892	30.72244	22.559
alpha_rarefaction_393510_7.txt	393510	7	28.27547	24.25999	28.2211	32.66371	26.75819	28.26039	27.59083	27.43805	26.36555	30.20362	25.718	35.39845	21.46711	28.91274	24.52136	31.90742	27.25886	34.96587	30.74626	30.86683	30.15735	22.90829	32.1895	23.08452	20.96881	29.51751	26.05023	36.81827	31.23874	22.00512
alpha_rarefaction_393510_8.txt	393510	8	27.61077	24.42074	28.47856	31.85798	27.00623	27.83346	26.96951	28.29339	26.08248	29.79273	25.59859	35.25115	21.46711	28.84401	23.29673	31.675	26.48646	34.20595	31.069	31.27148	30.09153	22.57537	32.87329	22.84482	21.66511	30.08895	25.19794	36.31565	30.38702	22.34517
alpha_rarefaction_393510_9.txt	393510	9	27.98681	24.06449	28.56209	33.33286	26.40627	27.78447	27.35193	28.37074	26.43714	29.40679	25.65958	35.06218	21.46711	27.88347	24.67591	31.73268	27.59773	34.93791	30.82985	30.77831	30.12424	22.67136	32.6206	22.8008	21.66539	29.68757	25.54295	36.82777	29.99268	21.36062
