	sequences per sample	iteration	FN33	FN47	FN46	FN55	FN57	FN32	FN31	FN34	FN36	FN37	FN39	FN59	FN35	FN51	FN50	FN48	FN42	FN41	FN40	FN44	FN43	FN38	FN45	FN49	FN53	FN56	FN54	FN52	FN58	FN60
alpha_rarefaction_236110_6.txt	236110	6	536.294117647	424.459459459	499.6	545.358490566	534.636363636	568.085714286	593.12	478.214285714	464.176470588	561.25	549.5	607.528301887	377.954545455	476.75	412.785714286	580.125	470.926829268	631.0	612.441176471	551.75	556.157894737	357.34375	579.363636364	418.888888889	407.64	541.567567568	455.146341463	661.56	550.6	338.333333333
alpha_rarefaction_236110_7.txt	236110	7	513.56	482.884615385	492.567567568	545.097560976	510.774193548	531.454545455	549.230769231	518.24137931	442.176470588	586.022222222	523.666666667	646.025641026	362.37037037	562.666666667	363.25	594.0	465.166666667	617.0	599.348837209	560.826086957	498.195652174	374.222222222	603.0	448.777777778	433.6	564.451612903	454.075	663.5	511.303030303	382.161290323
alpha_rarefaction_236110_8.txt	236110	8	502.725490196	444.333333333	465.677419355	583.0	502.162162162	546.567567568	511.394736842	478.957446809	449.717948718	544.382978723	515.857142857	650.7	386.0	592.25	387.486486486	568.727272727	441.837209302	602.282608696	565.146341463	583.322580645	558.323529412	386.035714286	623.8	400.09375	374.130434783	558.181818182	446.027027027	673.063829787	538.333333333	391.285714286
alpha_rarefaction_236110_9.txt	236110	9	554.857142857	429.454545455	439.638297872	587.375	539.516129032	549.5	562.617647059	509.184210526	444.162790698	557.857142857	503.534883721	586.333333333	354.034482759	523.348837209	384.487179487	573.263157895	460.75	622.075	528.666666667	609.516129032	581.222222222	388.25	602.03030303	383.026315789	386.6	557.029411765	416.88372093	680.0	527.034482759	403.55
alpha_rarefaction_275460_0.txt	275460	0	584.282608696	417.4375	502.081081081	610.348837209	561.125	541.571428571	511.916666667	515.09375	472.0	544.92	509.090909091	641.947368421	404.130434783	596.344827586	407.029411765	581.181818182	483.642857143	628.0	557.163265306	587.6	532.558139535	394.12	567.333333333	415.2	397.12	526.058823529	485.947368421	711.384615385	519.675675676	375.538461538
alpha_rarefaction_275460_1.txt	275460	1	531.0	480.576923077	451.076923077	635.6	554.111111111	545.692307692	533.777777778	505.033333333	471.3125	549.318181818	487.028571429	630.333333333	400.434782609	578.5	455.965517241	572.477272727	499.083333333	633.024390244	533.365384615	636.965517241	500.5	379.041666667	598.0	400.763157895	399.12	576.125	448.090909091	662.352941176	558.888888889	404.105263158
alpha_rarefaction_275460_2.txt	275460	2	552.2	455.322580645	487.837209302	567.769230769	564.1875	597.037037037	561.454545455	490.903225806	457.947368421	603.216216216	517.157894737	702.21875	457.9375	587.6	414.7	580.394736842	457.813953488	652.153846154	537.222222222	574.88372093	557.5	388.12	577.885714286	413.0	387.363636364	597.333333333	445.727272727	681.021276596	536.085714286	363.033333333
alpha_rarefaction_275460_3.txt	275460	3	546.42	456.965517241	508.972972973	582.358490566	516.3125	559.153846154	508.56097561	491.078947368	496.533333333	593.075	494.0	706.176470588	376.037037037	523.0	360.166666667	589.571428571	450.063829787	626.195652174	584.139534884	587.0	534.416666667	403.107142857	572.522727273	397.418604651	411.391304348	559.756756757	452.538461538	673.022727273	531.926829268	441.75
alpha_rarefaction_275460_4.txt	275460	4	523.72	446.583333333	465.565217391	571.243902439	528.857142857	570.027777778	522.558139535	527.1875	473.193548387	586.136363636	495.642857143	637.56	428.181818182	515.068181818	412.1875	602.0	485.12	633.340909091	571.022222222	575.052631579	569.263157895	433.038461538	650.730769231	406.833333333	396.285714286	583.620689655	474.567567568	644.741935484	520.418604651	346.6
alpha_rarefaction_275460_5.txt	275460	5	527.516129032	458.029411765	460.441860465	601.130434783	527.0	617.724137931	551.875	472.78125	484.451612903	555.790697674	485.783783784	638.238095238	434.25	522.085714286	407.166666667	594.87755102	472.4	689.068181818	551.468085106	588.171428571	546.3125	384.136363636	618.0	415.1	455.04	524.666666667	424.654545455	643.132075472	525.634146341	361.777777778
alpha_rarefaction_275460_6.txt	275460	6	538.238095238	439.441176471	511.941176471	602.3125	522.026315789	650.8	531.071428571	507.294117647	462.405405405	584.025	512.322580645	657.088235294	473.333333333	531.363636364	392.459459459	596.125	457.078947368	656.0	576.617647059	593.9	535.736842105	410.869565217	628.260869565	389.923076923	395.166666667	564.0	483.0	719.923076923	544.736842105	386.833333333
alpha_rarefaction_275460_7.txt	275460	7	534.02173913	450.724137931	510.228571429	566.269230769	565.206896552	534.285714286	535.088235294	528.5	440.275	561.5625	534.285714286	683.28125	363.166666667	532.935483871	430.848484848	614.870967742	460.272727273	613.958333333	581.024390244	568.166666667	529.065217391	397.035714286	616.483870968	412.535714286	369.37037037	604.111111111	472.0	730.318181818	578.387096774	373.538461538
alpha_rarefaction_275460_8.txt	275460	8	517.466666667	445.294117647	479.7	598.0	550.37037037	552.41025641	524.033333333	553.6	445.441176471	591.024390244	514.256410256	643.790697674	395.142857143	548.387096774	412.0	572.972972973	507.0	631.277777778	550.133333333	607.275862069	503.775	376.181818182	647.333333333	386.71875	375.896551724	563.405405405	423.101694915	689.488372093	549.357142857	386.375
alpha_rarefaction_275460_9.txt	275460	9	531.066666667	416.675675676	469.153846154	595.1	526.5	575.375	591.652173913	498.0	433.441860465	609.87804878	520.085714286	659.088235294	407.5	547.022727273	417.0	568.088235294	483.447368421	620.2	572.508474576	599.0	564.6	427.285714286	605.777777778	414.181818182	397.032258065	551.0	446.8	680.125	538.375	355.384615385
alpha_rarefaction_314810_0.txt	314810	0	546.4375	462.965517241	506.405405405	608.781818182	511.193548387	587.896551724	552.607142857	524.096774194	485.088235294	603.941176471	488.941176471	666.405405405	445.333333333	550.625	442.090909091	576.777777778	498.583333333	630.518518519	585.348837209	620.277777778	533.638297872	415.5	625.3125	393.277777778	396.3125	547.871794872	465.638297872	670.782608696	532.783783784	380.1875
alpha_rarefaction_314810_1.txt	314810	1	555.022222222	435.617647059	469.238095238	610.918367347	523.029411765	572.571428571	541.275	531.333333333	442.384615385	612.166666667	496.108108108	640.622222222	426.043478261	523.965517241	431.888888889	590.441860465	458.41025641	629.818181818	581.153846154	582.617647059	547.65	412.454545455	618.085714286	390.692307692	404.3	544.157894737	496.7	677.32	595.181818182	387.038461538
alpha_rarefaction_314810_2.txt	314810	2	549.944444444	431.731707317	496.076923077	577.263157895	524.933333333	604.0	533.076923077	545.444444444	452.386363636	600.256410256	495.8	732.483870968	414.666666667	517.0	443.6	591.022222222	497.428571429	644.018181818	572.384615385	597.64	553.0	431.285714286	610.384615385	423.0	408.8	596.666666667	503.636363636	663.725490196	561.454545455	413.142857143
alpha_rarefaction_314810_3.txt	314810	3	522.038461538	455.0	500.441176471	633.02	525.025641026	584.40625	509.47826087	525.428571429	496.71875	568.666666667	535.275862069	644.642857143	411.0	556.387096774	410.03030303	587.411764706	475.135135135	646.139534884	560.109090909	613.176470588	522.227272727	400.103448276	589.871794872	418.303030303	380.833333333	529.636363636	471.025641026	673.346938776	561.03125	390.451612903
alpha_rarefaction_314810_4.txt	314810	4	534.0	449.6	476.872340426	578.022222222	558.538461538	561.285714286	543.447368421	533.24137931	452.076923077	590.651162791	516.0	663.538461538	394.933333333	577.363636364	434.2	589.411764706	480.5	690.621621622	564.56	607.525	539.926829268	393.344827586	612.0	426.535714286	500.0	573.394736842	464.256410256	667.267857143	547.181818182	365.37037037
alpha_rarefaction_314810_5.txt	314810	5	569.65	449.6	489.0	636.0625	640.0	558.823529412	591.615384615	552.451612903	443.195652174	577.956521739	525.3125	634.731707317	407.260869565	573.433333333	428.46875	584.219512195	465.5	651.023809524	571.717948718	618.6	541.318181818	428.75	613.0	406.323529412	381.243243243	554.8	493.181818182	667.0	530.634146341	383.483870968
alpha_rarefaction_314810_6.txt	314810	6	568.488372093	449.0	482.341463415	596.024390244	558.447368421	584.153846154	521.228571429	565.954545455	465.756756757	591.957446809	508.03125	656.263157895	392.037037037	547.025	443.6	569.489795918	468.692307692	659.022222222	563.872340426	596.166666667	554.813953488	381.333333333	647.137931034	406.0	396.416666667	580.44	472.171428571	686.1	508.4375	375.1
alpha_rarefaction_314810_7.txt	314810	7	556.063829787	457.730769231	483.9	601.133333333	512.344827586	558.558139535	536.1	530.090909091	461.772727273	606.538461538	500.0	645.108108108	428.5	551.0	412.344827586	620.028571429	505.083333333	636.117647059	565.097560976	619.125	542.219512195	395.038461538	608.642857143	399.344827586	394.0	562.517241379	467.857142857	686.065217391	549.5	412.636363636
alpha_rarefaction_314810_8.txt	314810	8	502.967741935	458.75	483.341463415	597.166666667	522.083333333	581.027777778	560.24137931	490.568181818	484.181818182	602.15	510.567567568	637.272727273	434.3	543.0	455.275862069	582.162790698	478.571428571	654.25	574.0	594.1	536.642857143	427.0	619.965517241	418.09375	412.391304348	613.615384615	459.0	715.020408163	527.527777778	362.6
alpha_rarefaction_314810_9.txt	314810	9	545.0	453.0	463.666666667	606.109090909	536.689655172	574.24137931	546.517241379	502.25	439.666666667	569.52	505.56097561	649.238095238	399.8	538.146341463	423.7	588.717948718	471.75	641.942307692	569.923076923	640.935483871	551.571428571	394.363636364	623.285714286	400.5	479.8	587.083333333	476.428571429	719.923076923	553.0	381.037037037
alpha_rarefaction_354160_0.txt	354160	0	529.0	466.03125	518.025	601.962264151	552.162162162	589.46875	539.1	600.166666667	486.0	607.0	522.03125	683.451612903	438.5	518.184210526	429.037037037	623.071428571	489.571428571	643.117647059	605.935483871	608.09375	547.772727273	383.228571429	652.84	430.1	404.677419355	593.833333333	477.0	705.0	530.5	401.615384615
alpha_rarefaction_354160_1.txt	354160	1	551.136363636	474.029411765	487.029411765	607.142857143	506.052631579	552.571428571	553.275	547.038461538	475.294117647	598.195652174	524.394736842	644.0	400.037037037	547.166666667	430.285714286	600.097560976	488.25	675.357142857	585.153846154	614.24137931	543.523809524	408.0	621.285714286	403.076923077	430.565217391	621.935483871	472.534883721	666.052631579	565.677419355	400.964285714
alpha_rarefaction_354160_2.txt	354160	2	582.022727273	437.923076923	506.5	601.524590164	534.083333333	653.535714286	563.525	542.46875	454.731707317	611.0	526.03030303	640.22	428.24	552.076923077	446.40625	595.902439024	493.848484848	678.87804878	593.026315789	626.636363636	550.558139535	401.161290323	610.8	417.193548387	425.0	549.558139535	491.0	686.333333333	545.0	404.125
alpha_rarefaction_354160_3.txt	354160	3	522.02	461.033333333	500.256410256	662.583333333	520.03030303	564.317073171	528.333333333	537.0	480.219512195	571.75	517.65	668.081081081	466.5	571.181818182	480.04	586.875	477.5	672.357142857	558.692307692	614.24137931	554.609756098	395.555555556	607.763157895	399.071428571	407.1	554.076923077	502.387096774	691.529411765	532.285714286	423.636363636
alpha_rarefaction_354160_4.txt	354160	4	540.857142857	477.181818182	489.416666667	634.065217391	510.03030303	577.09375	567.538461538	535.730769231	506.823529412	623.088235294	523.083333333	688.0	416.125	554.075	423.037037037	597.022222222	495.571428571	641.5	567.02173913	612.166666667	563.525	410.65625	630.7	420.033333333	401.1	589.0	502.15	714.340909091	566.037037037	387.730769231
alpha_rarefaction_354160_5.txt	354160	5	571.411764706	480.357142857	522.666666667	610.058823529	539.025	585.1875	562.027777778	568.689655172	471.56097561	576.130434783	512.736842105	703.216216216	425.333333333	571.0	439.441176471	579.519230769	490.384615385	664.222222222	593.026315789	618.028571429	533.558139535	383.176470588	621.285714286	425.357142857	411.033333333	563.8	457.857142857	657.807692308	534.333333333	392.12
alpha_rarefaction_354160_6.txt	354160	6	510.737704918	453.028571429	545.7	590.0	555.941176471	554.578947368	545.736842105	515.923076923	467.303030303	574.12244898	512.184210526	680.171428571	414.260869565	528.085714286	462.275862069	585.52173913	467.333333333	688.477272727	579.857142857	620.833333333	546.692307692	426.714285714	651.576923077	414.166666667	446.230769231	557.222222222	479.617647059	704.245283019	561.0	420.275862069
alpha_rarefaction_354160_7.txt	354160	7	581.117647059	442.75	527.533333333	617.736842105	592.111111111	573.125	546.441176471	540.538461538	486.1875	633.763157895	524.085714286	692.139534884	435.5	547.823529412	471.541666667	609.071428571	516.5	661.023809524	589.027027027	593.441176471	551.756756757	432.0	637.0	417.058823529	390.451612903	564.6	456.275	661.842105263	524.526315789	389.375
alpha_rarefaction_354160_8.txt	354160	8	548.957446809	472.965517241	537.736842105	614.942307692	525.256410256	588.451612903	571.875	516.028571429	502.774193548	597.222222222	529.0	711.428571429	423.75	585.344827586	416.176470588	574.06	493.108108108	687.675675676	574.813953488	625.636363636	563.0	399.111111111	633.607142857	418.46875	419.807692308	565.622222222	497.028571429	679.018518519	603.333333333	376.777777778
alpha_rarefaction_354160_9.txt	354160	9	506.784313725	457.0	538.78125	620.0	549.617647059	569.171428571	521.734693878	533.03125	466.75	576.777777778	517.947368421	676.153846154	406.5	592.730769231	433.303030303	576.976744186	475.692307692	657.765957447	592.848484848	611.394736842	551.756756757	423.807692308	641.833333333	414.571428571	397.0	552.142857143	524.344827586	706.428571429	549.1	382.03125
alpha_rarefaction_393510_0.txt	393510	0	566.4375	453.459459459	483.22	714.275862069	556.025	588.27027027	559.294117647	536.206896552	459.0	590.386363636	496.195652174	695.075	438.12	560.0	438.3125	615.375	471.4	670.326086957	569.666666667	599.617647059	568.162162162	417.111111111	670.777777778	415.294117647	441.7	576.428571429	528.885714286	678.857142857	530.451612903	424.333333333
alpha_rarefaction_393510_1.txt	393510	1	554.857142857	462.028571429	486.731707317	652.578947368	622.037037037	572.926829268	532.363636364	509.363636364	469.571428571	603.818181818	511.272727273	649.352941176	438.12	567.157894737	452.636363636	565.245901639	473.0	709.6	589.11627907	602.303030303	547.170731707	405.894736842	641.0	430.1875	415.035714286	600.774193548	476.87804878	660.225806452	572.964285714	372.578947368
alpha_rarefaction_393510_2.txt	393510	2	576.0	439.078947368	507.068181818	698.322580645	597.5	594.090909091	580.441176471	545.666666667	473.3125	576.442307692	506.977272727	679.11627907	438.12	561.058823529	437.483870968	592.666666667	480.902439024	683.022222222	599.0	632.785714286	544.5	429.545454545	614.285714286	402.885714286	402.7	548.219512195	499.0	697.517241379	554.25	431.24
alpha_rarefaction_393510_3.txt	393510	3	585.341463415	452.837837838	493.857142857	678.027777778	516.926829268	574.441176471	603.1	565.689655172	476.0	621.25	534.0	685.029411765	438.12	546.454545455	431.416666667	596.976744186	483.078947368	658.636363636	574.976744186	593.46875	549.071428571	412.333333333	612.837837838	414.40625	397.363636364	558.25	546.848484848	720.125	624.789473684	449.714285714
alpha_rarefaction_393510_4.txt	393510	4	551.765957447	439.125	501.666666667	649.0	521.238095238	571.317073171	587.033333333	544.322580645	489.03030303	584.960784314	527.277777778	680.285714286	438.12	569.285714286	430.0	616.375	477.0	683.447368421	594.857142857	643.935483871	548.88372093	428.956521739	618.303030303	430.0	410.038461538	572.1	476.166666667	669.962264151	549.357142857	432.5
alpha_rarefaction_393510_5.txt	393510	5	573.023255814	463.0	541.216216216	617.12244898	604.535714286	569.028571429	554.6	524.107142857	479.0	575.7	504.936170213	698.567567568	438.12	557.0	424.176470588	599.02173913	499.487179487	641.185185185	587.022222222	605.756756757	545.88372093	431.869565217	619.0	414.40625	416.052631579	583.03125	471.4	720.538461538	590.083333333	359.0
alpha_rarefaction_393510_6.txt	393510	6	578.923076923	453.833333333	486.692307692	642.021276596	538.026315789	614.285714286	556.277777778	520.103448276	477.583333333	581.565217391	517.777777778	722.41025641	438.12	531.166666667	444.896551724	600.902439024	478.0	677.130434783	595.083333333	623.551724138	548.523809524	423.875	642.964285714	424.848484848	481.333333333	595.088235294	507.84375	733.115384615	578.444444444	412.689655172
alpha_rarefaction_393510_7.txt	393510	7	549.773584906	477.09375	494.736842105	618.518518519	569.552631579	573.294117647	573.027777778	503.5	471.487179487	576.0	511.0	699.617647059	438.12	568.756756757	492.0	606.11627907	478.609756098	666.466666667	555.590909091	613.0	552.625	433.8	648.275862069	412.676470588	410.527777778	572.03125	487.025	714.125	598.666666667	442.25
alpha_rarefaction_393510_8.txt	393510	8	525.018518519	467.428571429	501.609756098	606.25	513.0	574.0	537.617647059	525.571428571	484.0	588.163265306	535.933333333	660.394736842	438.12	588.9375	423.032258065	596.886363636	481.125	677.923076923	571.042553191	615.029411765	534.886363636	434.5	632.0	429.0	421.294117647	561.275	461.622222222	693.0	534.428571429	407.785714286
alpha_rarefaction_393510_9.txt	393510	9	598.0	454.459459459	526.363636364	643.294117647	542.40625	594.088235294	572.256410256	535.0	497.0	578.472727273	516.052631579	663.87755102	438.12	540.46875	478.04	600.770833333	487.135135135	656.1875	599.076923077	645.137931034	541.418604651	426.5	639.933333333	404.0	437.483870968	567.823529412	471.090909091	691.685185185	581.75	405.260869565
