	FN33	FN47	FN46	FN55	FN57	FN32	FN31	FN34	FN36	FN37	FN39	FN59	FN35	FN51	FN50	FN48	FN42	FN41	FN40	FN44	FN43	FN38	FN45	FN49	FN53	FN56	FN54	FN52	FN58	FN60
FN33	0.0	0.360906083992	0.340670122567	0.304661780748	0.277649142203	0.282548284174	0.258126121493	0.324220984976	0.345639979631	0.306338336417	0.359811530751	0.33093998222	0.410836077553	0.278659799159	0.371860160862	0.315555721643	0.323978302981	0.293572631949	0.29945907311	0.331934073567	0.398988193645	0.353017004317	0.322344630265	0.358915785895	0.391402993196	0.321131396309	0.367841267252	0.349002228275	0.338707613054	0.376083720483
FN47	0.360906083992	0.0	0.334085891087	0.367516647096	0.297846741859	0.334709271795	0.297714556967	0.326577566938	0.303662185425	0.304482970506	0.34856475676	0.393421360385	0.409143198181	0.294665198276	0.357046128586	0.340345587178	0.305598056491	0.37563748503	0.366515073675	0.335812023183	0.351341794178	0.316504988513	0.342893481005	0.321323550927	0.352908371167	0.35415299837	0.377191782671	0.418154845576	0.360483537194	0.400710824761
FN46	0.340670122567	0.334085891087	0.0	0.315581339859	0.274741221053	0.303006363041	0.270572993732	0.296364247303	0.32892054788	0.280854929428	0.35519123904	0.330934594604	0.395801974655	0.278642621621	0.266187241816	0.279260825662	0.254153605996	0.312352282071	0.321048912431	0.294613706225	0.299299088013	0.315064235889	0.274524661228	0.315963429758	0.348202171383	0.294685554378	0.328972607655	0.277508736825	0.298084709253	0.394036582752
FN55	0.304661780748	0.367516647096	0.315581339859	0.0	0.245560474547	0.257621173632	0.283901803591	0.308080920591	0.338424269523	0.282816350406	0.377685912157	0.168964963816	0.452170456142	0.261700342549	0.372696914647	0.264748594238	0.285559643855	0.19578368689	0.249409695806	0.257038545018	0.246442420256	0.392469528336	0.220003312428	0.401443188012	0.400948129938	0.193339182769	0.315239869138	0.213782422934	0.196773441374	0.414210160677
FN57	0.277649142203	0.297846741859	0.274741221053	0.245560474547	0.0	0.228843410145	0.231467868975	0.245767324097	0.310859420644	0.230636617949	0.289070185824	0.264185446927	0.370532010878	0.177996363923	0.27798678601	0.23343069152	0.210406644612	0.26370807846	0.245021263229	0.242014868997	0.296666115798	0.278516363355	0.218414166578	0.297435551296	0.332126735096	0.231538289575	0.289789172546	0.283389315299	0.244721930958	0.349578640967
FN32	0.282548284174	0.334709271795	0.303006363041	0.257621173632	0.228843410145	0.0	0.238711631286	0.298129368845	0.317500205447	0.25548806687	0.328246994581	0.281520241965	0.405332001035	0.24938724765	0.334849107811	0.278235972856	0.281683697829	0.289666838988	0.26590494145	0.287898608867	0.309198214584	0.309289827919	0.260461906779	0.320270364148	0.359381562835	0.224870880011	0.329433762438	0.301487608115	0.247235071503	0.368030356243
FN31	0.258126121493	0.297714556967	0.270572993732	0.283901803591	0.231467868975	0.238711631286	0.0	0.27536501048	0.285891199562	0.258181912302	0.322805937927	0.301419822437	0.410275216808	0.262200203473	0.281794580651	0.258667402943	0.24277123862	0.279767005252	0.290999132946	0.279215987477	0.343742516756	0.297569872064	0.28073459574	0.306424878633	0.322758660559	0.278648975655	0.314755803682	0.322124316539	0.291941753384	0.377697895004
FN34	0.324220984976	0.326577566938	0.296364247303	0.308080920591	0.245767324097	0.298129368845	0.27536501048	0.0	0.322005598278	0.238054103537	0.323955989644	0.300468889737	0.431123559097	0.271292447781	0.341021332647	0.285765303374	0.2975221251	0.303502128424	0.341059691538	0.266974518332	0.323630764187	0.340641837323	0.275038981899	0.334808319536	0.376869661982	0.291732371978	0.30171727722	0.301770745296	0.300585831518	0.398423791009
FN36	0.345639979631	0.303662185425	0.32892054788	0.338424269523	0.310859420644	0.317500205447	0.285891199562	0.322005598278	0.0	0.32433004478	0.34552143423	0.360764748301	0.405308051552	0.28592692283	0.320918953126	0.288974248488	0.295220815178	0.326388062274	0.316052185973	0.286293955086	0.321085483264	0.321404308291	0.312513798328	0.343135710555	0.386813503089	0.34089944697	0.355399614521	0.383058341699	0.33015166645	0.399656463155
FN37	0.306338336417	0.304482970506	0.280854929428	0.282816350406	0.230636617949	0.25548806687	0.258181912302	0.238054103537	0.32433004478	0.0	0.336211045928	0.293219239391	0.404934101985	0.256663274963	0.31079460469	0.275369948057	0.264561668801	0.299705115279	0.291157996031	0.26823114399	0.305863278615	0.289484361701	0.2709098113	0.334755601691	0.339313216857	0.263002572138	0.310252133967	0.312318849773	0.295596104203	0.373514416422
