pc vector number	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30
FN44	-0.0309366288816	-0.0164567521365	0.0383274179789	-0.107529731306	0.0103002381532	-0.0656447494185	0.01222712972	0.0698095748475	-0.0612555741292	0.0363290641272	-0.0177195375169	0.0410790214867	0.0065216949177	-0.0034137087641	-0.0107007691681	0.00492838589688	-0.0527608842121	0.00482684038067	0.00552223420831	-0.0214068385773	-0.000741744673378	0.0042410401165	-0.0100789605576	0.0137305746973	-0.000256981347191	-0.00851151750026	0.0018577230418	0.0119083157441	0.00195588746213	3.19944130837e-09
FN45	-0.157538032623	-0.0171649845388	-0.0840555671825	-0.057656382646	-0.0436937401036	-0.0197025704949	0.0221703118245	-0.0202119264518	0.0518319070097	0.00909264346808	0.0254013648592	0.025208026903	-0.00356147591985	-0.0115558269946	0.00115771420955	-0.0125257548444	-0.0199766938113	-0.00307471970994	-0.0555359994449	0.0171814178814	-0.0140762682207	-0.0144245907784	0.0204637657572	-0.00410534762809	-0.0158972125895	0.0054670845366	-0.00110637779642	0.006940737269	-0.00660390983071	3.19944130837e-09
FN46	-0.40716744314	-0.0840033265607	0.0786062948399	0.196636347247	0.00481937803344	-0.0337779370569	-0.0143519199591	-0.0156864233362	-0.0572238264841	0.00865257230773	0.0356462848866	0.00307776247786	0.0286629162406	0.0114802352739	-0.0359762338744	0.0122586542685	0.0154114583262	-0.0355231361673	-0.0104559833062	-0.0329135088702	-0.00653105862532	0.00213797476987	0.00261703898763	-0.0127837188177	-0.00443223916763	-0.00482497822499	0.00415537160276	-0.000953804632296	-0.00379612528985	3.19944130837e-09
FN47	0.304026054128	-0.064883689595	0.111928639718	0.0844022715775	-0.0296792314477	-0.000219238580744	0.0428646660408	0.0195649954904	0.0198760948469	0.0543847513668	-0.00521752064035	-0.00366423556987	-0.0504554362887	-0.0143301616049	-0.0664443908091	-0.0187788446025	0.010295673925	-0.00875188886365	-0.00784991004498	0.0238751329407	0.0304421499188	0.00889548906059	0.0114827552672	0.00119417704817	-0.0043652849196	-0.00262497837754	0.00625510859413	0.00103776554311	0.00622130239601	3.19944130837e-09
FN40	-0.0457523071089	-0.0769282087641	0.0120362013201	-0.0240539673018	0.0782168865212	0.0439512748306	-0.0342746291559	0.0237833799419	0.0530308398998	-0.029201684252	-0.0452109787585	0.0403673566768	0.0162434814844	-0.0124543537096	-0.00858209742563	0.0170939971308	0.00155426176408	-0.0387425202483	0.0227136175684	-0.0120880011408	0.0205479281794	-0.0203462437159	-0.00212269477978	-0.00519252234404	-0.0194253580106	0.0161692571669	-0.00725003397368	0.00187674553808	0.0031467824661	3.19944130837e-09
FN41	0.151080731681	0.249856549121	-0.197911579019	0.150270883739	-0.0354300393808	0.00746834620518	-0.0502488428849	0.0312943020377	-0.0108988986435	0.0132517609453	-0.0371770370037	0.0208775897819	0.0349562529912	0.059606277057	-0.0217655603026	-0.0124446160608	-0.00329381301394	0.0105677293081	0.00634172757231	0.00997800351894	-0.0162871414228	0.0106118374	0.0121992327284	-0.00149499211287	0.0032631132079	0.00752913496125	-0.00340284187289	0.00274401291061	0.00364402151337	3.19944130837e-09
FN42	-0.389183636925	-0.0481286572648	-0.112772001219	0.074662545385	-0.0362354017309	0.0396949948007	0.0973498018867	0.0660107193545	0.00334634627186	-0.0160119039803	-0.0470508083381	-0.0619905215987	-0.0416681329061	0.0259169565185	0.0397755234231	-0.00980266635563	-0.00850768674986	-0.0220280555199	0.00233154802569	0.000817180581216	0.00880292091033	-0.0061134329331	-0.000379584162257	0.00654360987903	0.00522482380071	-0.00509627057549	-0.00425776234704	-1.75002417709e-05	-0.00076537154422	3.19944130837e-09
FN43	-0.0783161136137	0.289130294596	0.0926161266153	0.00281132780415	0.0474996292315	-0.00307122977349	-0.0262774209464	-0.00167547869589	-0.0637466502499	-0.0387466890132	7.65720797765e-05	0.00773705847289	-0.0966297834877	-0.0326198656552	0.0264030677834	0.016467629664	-0.00464118806363	-0.0032924035536	0.00229328615153	0.011104752361	-0.0134340781805	0.000107575741824	0.00641476414695	-0.0212533750552	-0.00202995263697	0.00410830351043	0.00140794679904	0.00105073856259	0.00251117872979	3.19944130837e-09
FN48	0.0831616822976	-0.0598378903922	-0.0254710169601	-0.0916778548311	-0.103231859788	-0.123529956031	0.0163005158453	-0.0247277711952	-0.0498408454043	0.00375284954791	-0.0040338766769	0.0494957615559	-0.0191057875478	0.0268401312183	0.0241566926374	-0.0188862737198	0.0133491869106	-0.0235858011626	0.0128682420026	0.00177723187386	0.00338830923051	0.00284303254323	0.0068430777424	0.0136377409652	-0.00628211046554	0.00754499082755	-0.00210065022088	-0.0127110472382	-0.000948176952738	3.19944130837e-09
FN49	0.212187552189	-0.110209395548	-0.0489645356857	-0.0366191099815	-0.0221773623494	0.0592881189788	-0.0213789163907	-0.064210587395	-0.0472735097516	-0.0269200338565	0.0145509965963	-0.0354376101599	-0.0169013630441	0.0107453840212	-0.0264037169489	0.00692704867416	-0.00153100740475	-0.016032631822	-0.0257108944929	-0.00842727702141	-0.0217651902326	-0.0283043646737	-0.0109265794155	0.0183070838054	0.00817562914128	0.00140204580545	-0.00402539148751	0.000664475583373	0.0100853980257	3.19944130837e-09
FN31	0.191067921029	0.0607041075718	-0.0795792613024	0.000536539617602	0.00639463784678	0.0267116321519	0.00549297261831	0.0385677238207	-0.00595709872988	-0.0628142150739	0.0225141150147	0.00219466044672	0.0112688148096	-0.0243101612652	-0.019923807881	0.0524265151226	0.0128975799322	-0.0131064132273	-0.00550801533781	0.0235713549835	-0.00488099029983	0.0264699472133	-0.0131635869772	0.0175622994889	-0.0198574816751	-0.0132544858226	-0.0054316797102	-0.00273566435016	-0.00493983990104	3.19944130837e-09
FN33	0.296924595145	0.0199821258666	0.0302225787854	0.0993117023356	0.0722860250838	0.0259207730668	0.0825686419853	0.0188841031207	-0.0287518520066	-0.0372902703758	0.0686084981808	0.0444118630531	0.0276779522644	0.0275376083294	0.0331753943434	-0.0260145635251	-0.00940203662532	0.0166879625108	-0.0106124137507	0.00769539209831	0.018737969336	-0.0146475084979	-0.0191563690441	-0.00789466820159	0.00373870105811	0.00615468164711	0.00115918463367	-0.000715416864241	-0.000665661919774	3.19944130837e-09
