pc vector number	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30
FN33	-0.296798737972	-0.0195769956979	0.0300263351166	-0.0995121755642	0.0727719012456	-0.025214557198	0.0829108788135	0.0189799293266	-0.0332076296649	-0.0325724847391	-0.0672904711485	0.0447786098225	0.0278360866858	0.0289976869476	-0.0325302628498	-0.026910372235	-0.0100620649114	-0.0163666510511	-0.0100611481951	-0.0077703676964	-0.0195845234647	0.0145833913287	0.0195990169286	0.00792166982502	0.00293815999726	0.00571578933955	0.00116124979257	0.000953819413218	0.000967060375091	1.81521203749e-09
FN47	-0.304022959573	0.0653663471405	0.111432856292	-0.0846328296922	-0.0296767035428	0.000384876654534	0.0424457648038	0.019500999907	0.0268341022287	0.0517452481065	0.00561427766021	-0.00476744130274	-0.0503583737217	-0.0162841319213	0.0658122156803	-0.0190865081774	0.00850623837456	0.00822007538035	-0.00850567549841	-0.0239965672341	-0.0301369827884	-0.00961387279993	-0.0121911133257	-0.00104192675988	-0.00355475973131	-0.00269295327122	0.00571883474001	-0.00774661494364	-0.0012276934183	1.81521203749e-09
FN46	0.406405782501	0.0836058921147	0.0778344831257	-0.196032144494	0.00439819132168	0.0336871888594	-0.0139753561593	-0.0141436012728	-0.0555070252846	0.0155542372774	-0.0355584755265	0.00277485755777	0.028611092575	0.0108349256391	0.0370494028654	0.0124112863993	0.0144640830183	0.0356579556041	-0.0108530373907	0.0332316444219	0.00592270211012	-0.00246373670197	-0.0032924592474	0.0125647666425	-0.00414795158629	-0.00481221322231	0.00439860115138	0.00414306881349	0.00106289787679	1.81521203749e-09
FN55	-0.113070390895	-0.0191364201816	0.144705902776	0.0136898892557	0.0102075809361	0.076655019044	0.0512452110853	0.0605171657591	0.0581115576685	-0.0474464554395	-0.00121919977859	-0.031259391599	0.0367203968314	-0.0257495624044	0.0245914866966	0.000819265593304	-0.0244988445398	0.000920494019598	0.00543260461883	0.00420245663575	0.0372359263928	0.00202033948038	-0.00643687240051	0.00668198092801	0.013603966586	0.0046751912307	-0.00261775626687	-0.00291698284336	0.00753501929285	1.81521203749e-09
FN57	0.255871141074	-0.00221704710736	-0.0663846833724	-0.00144849968854	-0.0584420520462	-0.0291041035363	0.0368319152747	0.00141868691367	0.0045016808393	0.0247630335101	0.00341930662378	0.0208146923475	-0.0128307730414	-0.0551291276446	0.028371972727	-0.0433131539968	0.0341639664267	-0.0457607770104	0.0170246192372	0.0131156555763	0.0189904076697	0.00528076649706	0.0219187818886	0.00573461344761	-0.0151996902326	0.001267787438	-0.00531898566426	-0.00088724780966	0.00105950055241	1.81521203749e-09
FN32	-0.160313969804	0.0399737514122	0.0624506049374	-0.00755259565933	-0.0138493204154	0.0423047620059	0.0453840117801	-0.016172580609	0.0211421282706	-0.0149775308407	0.0202919904745	0.00976756549216	0.0157922994978	-0.00159001282867	-0.0428115212911	0.023398736215	0.06950562858	0.00458172921813	0.00274392701426	0.00412438162791	0.0158905195645	-0.00598047613162	-0.0013814286707	-0.00719558447021	0.0100035540294	0.00329281088888	0.0081273111616	-0.00173292197954	-0.0124134839167	1.81521203749e-09
FN31	-0.19220334716	-0.059296035208	-0.0782049849921	-0.000958430759633	0.0069235306663	-0.0271124385196	0.00655691431336	0.038700620441	-0.0139181827518	-0.0617974290143	-0.0239497680658	0.00265581367081	0.0105775346921	-0.0261046129202	0.0201096043855	0.0530562132852	0.0128709818715	0.0120327235534	-0.00556975904043	-0.0231939989491	0.00478576155946	-0.0260892540104	0.0107223440838	-0.0176217966775	-0.0213848134481	-0.0129411046553	-0.00524036141986	0.00604741974275	0.0024711742985	1.81521203749e-09
FN34	-0.124775102253	0.0538356665017	-0.0833381950387	0.0402877536756	-0.0619121404225	-0.0259801410489	-0.0726962266683	0.0885832526607	0.00453468021429	0.0505457769837	-0.0435867845706	-0.0107757802761	-0.00724466676548	-0.0198244896835	-0.00163344831194	0.0167621476814	0.0143443505388	0.0121818403682	0.0178688782887	-0.0152359674488	0.000414661815673	0.0301853300051	0.00547269064381	0.00753271078864	0.0167395284872	0.000255679143564	0.0103094880297	0.00760640263615	0.0013864885114	1.81521203749e-09
FN36	-0.138377441505	-0.204779301098	-0.0973457136221	-0.0928052659693	-0.0308042073004	0.0762589320031	-0.00568579544984	-0.0664019077339	0.0157520758385	-0.00674938610166	0.0464792823141	-0.0139816175666	0.0265877294755	-0.0677936527827	-0.0168409476755	0.0152967192262	-0.0172389294954	-0.00802099981408	-0.0082024505414	0.0164423313158	-0.0277857918474	0.018680993966	0.00411699133393	-0.004715253604	0.00354749912046	-0.0072031702324	0.00694040577369	0.000869789299004	0.00298359310871	1.81521203749e-09
FN37	-0.101597051298	0.0917128324896	0.104439342171	0.0261207753593	0.0324457422192	-0.00763243505163	-0.0199698113969	0.00120219828967	-0.0224589187425	0.0618854264782	0.053438843195	-0.0157088165959	0.0472205247592	0.0186893404352	-0.04057420068	0.00592378245698	0.00883272466889	-0.0107261199212	-0.0119025884543	-0.0245414564439	0.00942660078911	0.0142298866081	-0.0032537447079	0.0198357414763	-0.0172557392754	-0.0177358050755	-0.00591776616937	-0.0034668203922	0.00345139243526	1.81521203749e-09
FN39	0.205499291216	-0.0276632299526	-0.030883128126	0.0373230305057	-0.0145244151942	-0.0488864163888	0.0107991656048	-0.0589992708598	0.054109900017	0.0428727265816	-0.00126292361967	0.0158142717852	0.0121576260046	0.00861111497396	-0.0168404141481	0.00691502226892	-0.0264997748027	0.0306059982241	0.00206436072196	-0.0177065390767	0.011441692824	-0.0282138173726	0.0284823182677	0.00737953589648	0.00233723065626	0.00334950645838	0.0142122693484	-0.00543682525397	0.00331111548341	1.81521203749e-09
FN59	-0.0572333315523	0.0214758281368	-0.0632673686223	0.0819040638566	-0.0290263141307	0.00926804023282	-0.0255024412526	0.0197564099722	0.00553220502556	0.0207030137591	-0.0225098210907	-0.0110566738943	0.0070600433983	-0.0223045016461	-0.0164514593704	0.00120258969912	0.0132441295712	0.00520700864278	-0.0295608264582	0.0208334051798	-0.0236282159193	-0.0311268188626	0.00416909952123	0.0201943375691	0.019529749591	0.0023229690946	-0.0192424610591	-0.0025898546784	-0.000441195049612	1.81521203749e-09
FN35	-0.00130757561556	0.114880555195	-0.126861585829	0.0640304226396	0.0142043889422	0.0481450297089	-0.0288579718625	0.00787311958179	-0.00229291316747	-0.0466661266749	-0.052253423207	-0.0669038327484	0.00799604958389	0.0150840636673	-0.0137195806787	-0.00994618544012	-0.00387238924989	-0.0221687436877	0.0164398154128	0.0122965316347	-0.0108702358412	-0.0106503919583	-0.0118583577818	0.0109578522313	-0.0216162367947	0.000959207926008	0.0130049441728	-0.00817091710103	-0.00165134768036	1.81521203749e-09
FN51	-0.30358898641	0.137003614185	0.0292094244343	-0.0433724436883	-0.0558431827316	-0.00478471269884	0.0163909745541	-0.0586204272554	0.0363311315888	0.0100685565342	0.00980129939906	-0.00823927611837	-0.0511474536127	0.0490457424554	0.00954756623658	0.0526480590942	-0.0242099659944	-0.0279378950666	0.0209004676611	0.0195037230357	0.00355109194361	-0.00196288986462	0.00520182488903	0.0139079698331	-0.00276001599258	0.00184785874836	-0.00563178469201	0.00903420789323	-0.00116466802986	1.81521203749e-09
FN50	-0.0218603955613	0.0925478507146	0.0535496259213	0.0285310426688	0.0810662698657	-0.00431142312928	-0.0231097325711	-0.00373733568965	-0.0606740132011	0.00924298372149	0.0591330988861	-0.0577328818902	0.013310607843	-0.0102773493402	0.0152482608559	-0.0180766647543	0.000490493389236	-0.0160645298929	-0.0163175627764	-0.0110975344818	-0.00371573042772	-0.0155043354747	0.00883745447505	-0.00796997367561	0.00150125947736	0.0218016002534	0.00593531006232	0.0106976942196	0.00087720754617	1.81521203749e-09
FN48	-0.08370100064	0.0599851574129	-0.0259267095512	0.0916812503486	-0.104692072654	0.12218220926	0.0159135441733	-0.0228813329324	-0.0489722783989	0.0101509634374	0.00413300825934	0.0491082645804	-0.0187401496051	0.0289894190161	-0.0220979991386	-0.0188452625904	0.0147161194072	0.0221742335479	0.012525942502	-0.00236290224539	-0.00318516638994	-0.00227728793579	-0.00854910527928	-0.0137389310414	-0.00609083570821	0.00764046916182	-0.00220413001871	0.000967790931465	0.0119501497796	1.81521203749e-09
FN42	0.389925756131	0.0472485526559	-0.111774343231	-0.0747964622217	-0.036242385978	-0.0392997958872	0.0966322981848	0.0645016574808	0.00248636143139	-0.0190800750831	0.0472661493116	-0.0632641213801	-0.0419354233353	0.0258554253067	-0.0396915400159	-0.00995734572	-0.00754232657893	0.0216135038736	0.00264357679322	-0.00145438073008	-0.00839791861726	0.00642024052833	0.000374595126231	-0.00661998628426	0.00485152477415	-0.00539454695061	-0.00423593824147	0.00109102049637	0.000153822403753	1.81521203749e-09
