pc vector number	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30
FN33	-0.0500743243518	0.0472078320709	-0.0750367902643	0.103831118758	-0.0744833386897	0.0638618173856	-0.0505801203159	-0.0601646335449	0.00514296712603	0.0887775523904	-0.0228966627112	-0.0177688576567	-0.0577948876848	0.0219907057737	0.0184629197861	0.0296627380378	1.48495938429e-05	-0.0517872519104	-0.00663175539621	-0.0123217437022	0.0176088515227	0.001956975704	0.000105966218009	0.0137312600684	-0.0193157690725	-0.00881015872406	-0.00805942118844	0.0197404246794	0.00331884573369	-2.66837532663e-09
FN47	-0.0819749178183	0.00376885952842	0.0993796829778	0.102183923929	-0.0457897613117	-0.0915227342574	0.0334185625074	0.0137508359334	0.0123838128134	-0.031625942083	0.0742194996381	-0.114368478027	-0.0284425538	0.0348896234278	-0.0321973137516	0.0249738012865	0.0165754806865	0.0280479668669	-0.00502273862533	0.00390249725823	0.00181796934816	-0.0148860966037	-0.0109958368704	0.0102737301017	-0.00154348204432	0.0149925450606	-0.00263590984593	0.00183143545324	0.000185787351179	-2.66837532663e-09
FN46	0.00510421931679	-0.00258870350186	0.0553781950296	-0.105583194018	-0.0104404223887	0.0449886116143	-0.030216672646	-0.0125190857372	0.115659913253	-0.000406101206455	0.0618387434387	-0.0298691929911	-0.0345668191426	-0.00211910194429	0.0601295588169	-0.00936827650681	0.00520717991484	-0.0191163943895	0.0137577408096	-0.00584853191501	-0.0323738949403	-0.0125053384726	0.0112968115353	-0.0259809919376	0.0163544436085	-0.0109008380601	-0.00785025502388	-0.00816954519841	0.0111949194513	-2.66837532663e-09
FN55	0.131284634278	-0.023354560416	-0.0182171790643	0.027998997533	0.0463258009805	-0.0121084967303	-0.0314581106141	-0.0285848390021	-0.0195421426786	0.0127958698725	0.0536244930999	0.0255321937395	0.0233293785814	0.0134807443577	-0.0389469669269	0.0147949261726	0.0290430798607	-0.0431582718288	-0.0239771511281	-0.0326063538257	-0.0214268262047	-0.0127906716378	0.0216315337369	0.0589464093672	0.0118130361019	-0.010386259443	0.0194680014034	-0.0242665452723	0.00283008023554	-2.66837532663e-09
FN57	-0.0418649807132	0.00961581153617	-0.000245503094558	-0.00280862593182	0.00631571288622	-0.0120962819778	0.0593145033909	0.045947082805	0.0488842889988	0.0286305795064	-0.0434424075366	0.0217761122789	0.0195764981573	0.0153471496053	-0.00103322241752	0.0630059453373	0.0231574397184	-0.00805371023259	0.0631714025187	0.0503051613571	-0.000640894836013	0.0243829333185	-0.0214741456577	0.0151930955252	-0.00257699627823	-0.00314069477011	0.0376088880696	-0.00179707575313	0.00629607606865	-2.66837532663e-09
FN32	0.00509682305763	0.0245349844347	-0.0179951223102	0.0630699985313	0.0383403499579	0.0152361392331	0.102973898396	-0.0124247195522	-0.000355868071669	0.0171223230703	0.0235337633656	0.0323445294727	0.0820479217775	0.0267692609295	-0.0085563960798	-0.000873045041758	-0.03720364781	-0.0189305973518	0.0050903403177	0.0301484123921	-0.0454222877841	-0.0224044312294	-0.00328524127474	-0.000243292416157	-0.00192287579927	-0.00465493418657	-0.0440419921492	0.00787170986576	0.00235286433111	-2.66837532663e-09
FN31	-0.0570914470867	0.0112804224385	0.0399828323964	0.0339389126887	-0.0605515212922	0.0368887840394	-0.010259552619	-0.0502951090171	-0.0292983102726	0.0470170790576	0.0546994565422	0.00568591614366	0.0481088558178	-0.00270576028278	0.0557283415726	0.00654182834646	-0.0399721548549	0.0386459336385	-0.013734371826	0.0389753830354	0.014622030525	0.0274801564202	0.0471560276915	-0.00361562430942	0.0290523799194	0.00699603048594	0.018412730988	-0.0050652378456	-0.00655962882946	-2.66837532663e-09
FN34	-0.0120528103168	-0.00548292503733	0.0945722034903	-0.00794553893905	-0.0301945063965	-0.0269271229345	-0.0115219580824	0.0133655105509	0.0420297413878	-0.00893583937012	-0.0953688967094	0.0296311431858	0.000288395347388	0.0166145737202	-0.0163350297966	0.00241051845144	0.00244396848708	-0.0284895558537	-0.0718078643426	-0.000649826365154	-0.0233018635139	0.0458234857541	-0.0061819855236	0.000791637800156	0.0197036241795	0.0343276100585	-0.0101633381665	0.000781347239547	0.00275354222376	-2.66837532663e-09
FN36	-0.0122603220899	-0.00760787713744	0.0429152637147	0.0609391092969	-0.106004459311	0.0245431526114	-0.0966892547745	0.122478275905	-0.0214285665	-0.0436279317916	0.0198362122514	0.0565453063303	0.0206257096769	-0.0191207388667	-0.0113409761773	-0.0237892563145	-0.0278594401161	0.0202601363225	-0.0126439835406	0.00895280299073	-0.0193748852711	-0.0125512342424	-0.00926180590404	-0.00250548094605	-0.0283554489031	-0.0227496357746	0.00987718692312	0.00185918071704	0.00506871408287	-2.66837532663e-09
FN37	0.0223150793465	-0.00969024229916	0.0467709537194	0.0190479914763	-0.0172830077358	-0.0805957516698	0.0375526897031	-0.109850785726	0.0192131342359	0.0202696520896	-0.00194179160339	0.0712865133175	-0.0655329339604	-0.0379777717339	-0.0260887913816	0.00472656723074	-0.0694813376937	0.0177272761933	0.0152216458001	-0.0233983954596	-0.020728940831	-0.005161505259	-0.0225747759878	-0.0192600623695	-0.0117442513682	-0.00715137633509	0.0124989508226	-0.00902175372687	-0.00362357186901	-2.66837532663e-09
